id,title,role,constituent,classification,medium,date
109559,Seated Figure,,,Sculpture,Ivory,
110163,Planter,Manufacturer,Minic Custom Woodwork and Interiors,Furnishing,Mahogany,Designed 1953; Manufactured 1954
110468,Contrapted Series Chinatown,Artist,Nina Kuo,Photograph,Chromogenic print,1983
110471,"Contrapted Series Quilt, Brooklyn",Artist,Nina Kuo,Photograph,Chromogenic print,1983
110473,Contrapted Series Chinatown,Artist,Nina Kuo,Photograph,Chromogenic print,1983
112516,Globe for Lamp,Culture,American,Light,Glass,mid-19th century
112517,"Andiron, One of Pair",Culture,American,Fire/Heat,Wrought iron,18th century
112918,Bowl,Designer,George Sakier,Vessel,Glass,ca. 1930
112922,Seal with Unicorn,,,Sculpture,Steatite,2500-2000 B.C.E.
114757,Mithuna Couple,,,Sculpture,Sandstone,ca. 5th century C.E.
116042,Teapot with Lid,Maker,Raymond Loewy,Food/Drink,Porcelain,ca. 1953
119956,Portrait of a Child Holding a Cat,Artist,Charles Winter,Painting,Oil on canvas,1851
120501,Helmet,,,Arms and Armor,"Steel, engraved and overlaid with gold and silver",18th century
122100,Vase,Designer,George Sakier,Vessel,Lead glass,ca. 1930
124378,"Berry Spoon, Cardinal Pattern",Maker,Rogers & Hamilton Co.,Food/Drink,Silver-plate,patented 1887
124941,Earring,,,Jewelry,"Gold, wire and sheet, granulated and filigree decoration",11th-12th century
124952,Shiva Andhakasura,,,Sculpture,Red sandstone,late 8th century
146851,Narasimha,,,Sculpture,Gray sandstone,17th century
147100,Caturmukhalinga,,,Sculpture,Black schist,11th-12th century
149212,Diagonal Passage 120 Large,Artist,Leon Polk Smith,Painting,Oil on canvas,1947-1950
152685,Chamberstick,Maker,Tiffany & Company,Light,Silver and niello,1889
153330,Tomb Figure of an Attendant,,,Sculpture,"Earthenware, polychrome",206 B.C.E.-220 C.E.
154672,Tile Relief with Three Figures,,,Tiles,Terracotta,5th century
159070,Cordial Glass,Designer,Gerald Gulotta,Food/Drink,Lead Crystal,Designed and made 1994
159071,Cordial Glass,Designer,Gerald Gulotta,Food/Drink,Lead Crystal,Designed and made 1994
159072,Cordial Glass,Designer,Gerald Gulotta,Food/Drink,Lead Crystal,Designed and made 1994
159073,Cordial Glass,Designer,Gerald Gulotta,Food/Drink,Lead Crystal,Designed and made 1994
159079,"Platter, Chromatics Line",Designer,Gerald Gulotta,Food/Drink,Cast and glazed porcelain,Designed 1970; Made 1971-1973
159080,"Divided Vegetable Dish, Chromatics Line",Designer,Gerald Gulotta,Food/Drink,Cast and glazed porcelain,Designed 1970; Made 1971-1973
159081,"Sauceboat, Chromatics Line",Designer,Gerald Gulotta,Food/Drink,Cast and glazed porcelain,Designed 1970; Made 1971-1973
159082,"Creamer, Chromatics Line",Designer,Gerald Gulotta,Food/Drink,Cast and glazed porcelain,Designed 1970; Made 1971-1973
159083,"Sugar Bowl and Lid, Chromatics Line",Designer,Gerald Gulotta,Food/Drink,Cast and glazed porcelain,Designed 1970; Made 1971-1973
159088,"Dessert Plate, Chromatics Line",Designer,Gerald Gulotta,Food/Drink,Cast and glazed porcelain,Designed 1970; Made 1971-1973
159093,"Bowl, Chromatics Line",Designer,Gerald Gulotta,Food/Drink,Cast and glazed porcelain,Designed 1970; Made 1971-1973
159097,"Dinner Plate, Chromatics Line",Designer,Gerald Gulotta,Food/Drink,Cast and glazed porcelain,Designed 1970; Made 1971-1973
159100,"Glass, Chromatics Line",Designer,Gerald Gulotta,Food/Drink,Colored glass,Designed 1970; Made 1971-1973
160685,Eurydice as Queen of a Chess Set,Artist,Fausto Melotti,Sculpture,Glazed earthware,ca. 1949
160687,Chessman,Maker,Richard-Ginori,Sculpture,Glazed ceramic,ca. 1949
160688,Chessman,Artist,Fausto Melotti,Sculpture,Glazed ceramic,ca. 1949
161134,La Petite Pensée,Artist,Thomas Ball,Sculpture,Marble,1873
161439,"[Untitled], One of 274 Vintage Photographs",,,Photograph,Photograph,late 19th-early 20th century
161469,"[Untitled], One of 274 Vintage Photographs",,,Photograph,Photograph,late 19th-early 20th century
161494,"[Untitled], One of 274 Vintage Photographs",,,Work on Paper,Printed ink on paper,late 19th-early 20th century
163389,Axe (zhuo) with Animal Motif,,,Arms and Armor,Bronze,206 B.C.E.-24 C.E.
166763,Khmer Palanquin Hook,,,Sculpture,Bronze,12th-13th century
185000,Side Chair,Maker,Gilbert Ash,Furniture,Mahogany,ca.1765
210664,"Grand Canyon, Yellowstone",Artist,Grafton Tyler Brown,Painting,Oil on canvas,1886
211184,Head of a Buddha,,,Sculpture,Sandstone,13th-14th century
213207,Animal Mask (Taotie),,,Masks,Bronze,ca. 6th century
214195,Center Table,,,Furniture,Wood and marble,ca. 1855
221709,"7 Colors:  Light Green, C.P. Cadmium Red Dark, Iridescent Bright Gold, C.P. Cadmium Yellow Medium, Ultramarine Blue, Phthalo Blue (Green Shade), C.P. Cadmium Orange",Artist,Hadieh Shafie,Work on Paper,"Ink, acrylic and paper with printed and handwritten Farsi text Eshgh (“Love/Passion”)",2015
9151,Desk Box,Culture,American,Furnishing,Pine,1686
9254,Day Bed,Culture,American,Furniture,Maple wood,ca. 1700-1750
9765,Table,Culture,American,Furniture,Inlaid mahogany,18th century
11604,Spinet,Maker,Thomas Hitchcock,Musical Instrument,Walnut,ca. 1725
11649,Tilt-Top Tea Table,Culture,American,Furniture,Mahogany (no secondary wood apparent),1755-1785
21008,Jar,,,Vessel,Clay,ca. 3500-3300 B.C.E.
44276,Jar,Culture,Maya,Vessel,"Ceramic, pigment",550-950
48594,Mineur,Artist,Constantin Meunier,Print,Lithograph on laid paper,1895
50546,Three-seat Sofa (Rococo Revival style),Maker,Elijah Galusha,Furniture,"Rosewood, modern upholstery",1856
50548,Open Armchair (Rococo Revival style),Maker,Elijah Galusha,Furniture,"Rosewood, modern upholstery",1856
50549,Bergere (Rococo Revival style),Maker,Elijah Galusha,Furniture,"Rosewood, modern upholstery",1856
52574,Pair of Side Chairs,Culture,American,Furniture,Mahogany,1765-1775
54997,Jug,Maker,Thomas W. Commeraw,Ceramic,"Ceramic, glaze, underglaze (cobalt)",early 19th century
56153,Mask of a Valley Ptarmigan,Culture,Yup'ik Eskimo,Masks,"Wood, feather, pigment",early 20th century
65215,Inscribed Magical Amulet,Culture,Egyptian,Document,"Felspar, cord, silver (?)",ca. 690-664 B.C.
66948,Washstand with Top,,,Furniture,Marble,ca.1870
67271,Eh! Bien Crois-Tu...les Peupliers.,Artist,Honoré Daumier,Print,Lithograph on newsprint,"January 19, 1865"
68298,Vase,Designer,Fulvio Bianconi,Vessel,Glass,ca. 1949
74171,Side Chair,Culture,American,Furniture,Walnut,ca. 1710
76834,Man Carried to the Moon,Artist,Kellypalik Mangitak,Print,Stonecut on paper,1959
76836,Owl,Artist,Lukta Qiatsuk,Print,"Stone cut - relief print, paper, ink",1959
80409,Pounce Pot,,,,"Earthenware, glazed",ca. 1726
83015,Grater,,,Food/Drink,Brass,ca. 1675
83145,Pair of Andirons,,,Fire/Heat,Iron,17th century
83158,Warming Pan,,,Fire/Heat,"Brass, steel",17th century
83332,Puzzle Jug,,,Ceramic,Earthenware or Delft ware,1733
89595,Harpoon Head pronged tip,Culture,Punuk,Hunting/Fishing/Trapping,Bone or ivory,ca. 1100 C.E.
89600,Flat Tapering Squared Object,Culture,Eskimo,Tool,Bone or ivory,
89609,Volcano Shell Shaped Object,Culture,Eskimo,Tool,Bone or ivory,
89616,Comb,Culture,Eskimo,Hygiene,Bone or ivory,
90420,Scales and Weights in Box,,,Tool,"Brass, oak, lead",ca. 1800
90749,Wall Pocket,,,Ceramic,Earthenware,ca. 1775
90750,Wall Pocket,,,Ceramic,Lead-glazed earthenware,ca. 1775
92486,Courting Mirror,,,Furniture,"Glass, pine",ca.1760
93596,Table with Sponge-work Painted Decoration,,,Furniture,"Painted pine, maple, and tulip-poplar",ca. 1880
96491,"Armchair, One of Pair",,,Furniture,Woven patterned cotton,ca.1930
96493,"Side Chair, One of Pair",,,Furniture,"Hardwood veneered in palisander, woven patterned cotton",ca. 1930
98386,Two Monkeys,,,Sculpture,"Pine, pigment",ca. 1880
98402,Two Anteaters,,,Sculpture,"Pine, pigment",ca. 1880
98416,"Two Bears, Polar",,,Sculpture,"Pine, pigment",ca. 1880
98423,Six Leopards,,,Sculpture,pine,ca. 1880
99792,Divination Bowl,,,Vessel,Brass; incised and inscribed,A.H. 1058/1648-1649 C.E.
101880,Saucer-Dish,,,Food/Drink,Silver,1662-1663
102431,Cellarette on Stand with Key,,,Furnishing,Mahogany,ca. 1800
102434,Bottle,,,Vessel,Blown glass,ca. 1800
103310,High Chest of Drawers,,,Furnishing,Walnut and cherry,1750-1770
104671,Relief fragment of a Lotus Medallion,,,Sculpture,Sandstone,ca. 2nd century B.C.E.
104672,Architectural Relief,,,Sculpture,Red Sandstone,6th-7th century C.E.
104756,Mat,,,Ceramic,Spun glass,ca. 1876
105184,Water Goblet,Maker,Libbey Glass Company,Food/Drink,Cut and engraved crystal,ca. 1933
105185,One Piece from Table Setting,Maker,Libbey Glass Company,Food/Drink,Cut and engraved crystal,ca. 1933
105186,One Piece from Table Setting,Maker,Libbey Glass Company,Food/Drink,Cut and engraved crystal,ca. 1933
105187,One Piece from Table Setting,Maker,Libbey Glass Company,Food/Drink,Cut and engraved crystal,ca. 1933
105846,Jelly Glass,,,Food/Drink,Free-blown glass,ca. 1790
105847,Jelly Glass,,,Food/Drink,Free-blown glass,ca. 1790
105848,Jelly Glass,,,Food/Drink,Free-blown glass,ca. 1790
105849,Jelly Glass,,,Food/Drink,Free-blown glass,ca.1890
105850,Jelly Glass,,,Food/Drink,Free-blown glass,ca. 1790
105851,Jelly Glass,,,Food/Drink,Free-blown glass,ca. 1790
105852,Jelly Glass,,,Food/Drink,Free-blown glass,ca. 1790
105853,Jelly Glass,,,Food/Drink,Free-blown glass,ca. 1790
108035,Figure of a Cat,,,,Lead-glazed earthenware,ca. 1820
108470,Coffee Urn,,,Ceramic,Imari ware,1730-50
109950,Seated Buddha,,,Sculpture,Bronze,14th century
109959,Seated Buddha,,,Sculpture,Bronze,ca. 850
110640,Jain Goddess Ambika,Culture,Bhubanesvara,Sculpture,Mottled sandstone,11th-12th century
110641,Vishnu,,,Sculpture,Bronze,9th century or earlier
113553,Pyramids at Giza (View from northeast of the pyramids of Chephren and Cheops),Maker,Antonio Beato,Photograph,Albumen silver photograph,late 19th century
115347,Figure of a Soldier,,,Sculpture,Stucco relief,2nd-3rd century
115936,Pair of Ear Ornaments,Culture,Kaapor,Ornament,"Feathers, fiber",20th century
120409,Illuminated Qur'an Manuscript,,,Book,"Leather, ink, opaque watercolor, and gold on paper",1799-1800
122211,Samaya Gokorei (Five-Pronged Vajra Bell),,,Ceremonial,Bronze with traces of gilding,13th century
124722,Emaciated Buddha,,,Sculpture,"Copper alloy, lacquer (urushi), gold leaf, core material (possibly sand or clay)",19th-early 20th century
124892,Eight-Pointed Star Tile,,,Tiles,"Ceramic, lusterware, with turquoise underglaze decoration",ca. 1310
124960,Salabhanjika Group,,,Sculpture,Mottled red sandstone,late 2nd century
124975,Standing Buddha,,,Sculpture,Black chlorite,ca. late 9th century
125955,Rectangular Tile,,,Tiles,Ceramic,ca. 1575
125977,Bowl,,,Ceramic,"Ceramic, slip, glaze",9th-10th century
146304,Buddha Torso,,,Sculpture,Mottled red sandstone,2nd century C.E.
146771,Jar with Lid,,,Ceramic,"Stoneware, glaze",19th century
146811,Shiva and Parvati,,,Sculpture,Gray schist,1588
156924,Butterfly Stool,Designer,Yanagi Sori,Furniture,"Rosewood veneer on plywood, brass, metal",1954 (designed)
157596,Queen Shirin Visiting the Sculptor Farhad,,,Painting,Oil on canvas,mid 18th century
159013,Tumbler,,,Food/Drink,Glass,ca. 19th century
159015,Footed Glass,,,Food/Drink,Glass,ca. 19th century
159016,Footed Glass,,,Food/Drink,Glass,ca. 19th century
161965,Architectural Fragment,,,Sculpture,Greenish limestone,3rd century C.E.
162756,Votive Tablet Depicting Shakyamuni Buddha,,,Ceramic,Terracotta,11th-14th century
163388,Dagger Axe with Curved Finial,,,Arms and Armor,Bronze,475-221 B.C.E.
169251,Hanging Lamp in the Shape of a Mongoose,,,Sculpture,Bronze,15th century
170109,Cuff Links,Maker,Samuel Kramer,Accessory,Silver,ca. 1950
224243,Salt Bag,Culture,Bakhtiari Tribe,Animal Gear,Wool,late 19th-early 20th century
224452,Brooklyn Century Vase,Artist,Roberto Lugo,Ceramic,"Porcelain, china paint",2019
379,Mexican Madonna,Artist,Phidias Alexandre,Sculpture,Wood (hardwood),1925
666,Armchair,,,Furniture,"Spanish cedar, embossed and painted leather",18th century
8692,Side Chair,,,Furniture,"Cherry, maple",ca. 1740-1750
8737,Vase,Maker,Tiffany & Company,Vessel,Favrile glass,ca. 1900
8738,Large Circular Plaque,Maker,Tiffany & Company,Vessel,Glass,ca. 1900
8742,Flower Vase,Maker,Tiffany Studios,Vessel,Favrile glass,ca. 1896-1900
8744,Flower Vase,Maker,Tiffany & Company,Vessel,Favrile glass,ca. 1896-1900
8782,Slate Top Serving Table,Culture,American,Furniture,,ca. 1700
20104,Large Rectangular Panel,,,Screen,Cloisonné enamel on copper alloy,1736-1795
25106,Urn-shaped Creamer (Part of 4-piece Tea Service),Maker,William Gale & Son,Food/Drink,Silver,1852
25424,Bookcase,,,Furniture,Mahogany,ca. 1800
25479,Tea Caddy,Maker,Humphrey Payne,Food/Drink,Silver,1746/7
26490,Jonathan Waldo IV,Artist,John Christian Rauschner,Sculpture,Colored wax mounted on wood,before 1804
30698,Tripod Table,,,Furniture,Cherry,ca. 1760
44670,"Infant's Chair, Windsor Type",Culture,American,Furniture,Wood,late 18th century
50649,Colonel Robert James Milligan,Artist,John G. Taggart,Painting,Oil on canvas,1851-1852
50650,Mrs. Robert James Milligan,Artist,John G. Taggart,Painting,Oil on canvas,1851
54051,Tile,,,Tiles,Ceramic,13th-14th century
57588,Candlestick (One of a Pair),Maker,Morey and Smith,,Pewter,1857-1860
57592,Porringer,Maker,Richard Lee Sr.,Food/Drink,Pewter,1788-1820
57615,Beaker,Maker,Edward Danforth,,Pewter,1786-1795
58997,Goblet,Maker,Wood & Hughes,Food/Drink,Silver,ca.1870
58998,Goblet,Maker,Wood & Hughes,Food/Drink,Silver,ca. 1870
60024,Pewter Mug,Maker,William Will,Food/Drink,Pewter,1764-1798
60444,Cradle,,,Furniture,Pine and maple wood,early 18th century
61798,Portrait of Henry Abbott,Artist,Thomas Hicks,Painting,Oil on canvas,ca. 1861
62244,Sewing Table,,,,"Papier mache, mother of pearl",1840-1860
65125,Star Shaped Tile,,,Tiles,Overglaze painting,13th century
66337,Chest,,,Furnishing,Pine,1740-1780
66641,Corner Cabinet,Culture,American,Furniture,Mahogany,ca. 1850
69540,Candelabras,Maker,Josiah Wedgwood & Sons Ltd.,Ceramic,Basalt (stoneware),ca.1885
74427,High Chest in Two Parts,Culture,American,Furniture,Walnut veneer,1715-1740
83308,Tea Pot,,,Food/Drink,,ca.1750
85850,Dolphin Shape Creamer,,,Food/Drink,"Lead-glazed earthenware, creamware
",ca. 1750
89123,Cup and Saucer,Maker,Thomas Whieldon,Food/Drink,"Earthenware, tortoise shell, Whieldon ware",ca. 1750-1780
89626,"Flat Tapering Object with bevelled edge, possibly a scraper",Culture,Punuk,Tool,Ivory,
97967,The Goddess Manasa,,,Sculpture,Stone,12th century
102881,Rampant Shardul with Kneeling Worshipper Holding Tail,,,Sculpture,Sandstone,ca. 11th century
103312,Side Chair,,,Furniture,Hepplewhite mahogany,ca. 1800
104501,Winter Landscape,Artist,John Henry Twachtman,Painting,Oil on canvas,ca. 1883
104659,Box with Hinged Lid,Culture,American,,Metal,1822
106165,Couple Embracing,,,Sculpture,Carved ivory plaque with polychrome,13th-14th century
108067,Chocolate Pot,Maker,Samuel Thorne,,Silver,
109923,"Rampant Lion, One of Pair",,,Sculpture,Ivory,17th century
109924,"Rampant Lion, One of Pair",,,Sculpture,Ivory,17th-18th century
110657,Buddha,,,Sculpture,Lacquer and gilt,17th-18th century
111721,Seated Lokeshvara,,,Sculpture,Bronze,10th century
112285,"Mahisasuramardini, Relief Carving",,,Sculpture,"Red sandstone, mottled",ca. 8th century
114167,"Standing Deity, probably Yama",,,Sculpture,Sandstone relief,ca. 800 C.E.
115339,"Yakshi, Relief",,,Sculpture,Sandstone,11th-12th century
120705,Stele Depicting one of the Tirthankara Figures,,,Sculpture,Schist,10th century
122089,Tea Cup and Saucer,Designer,Genevive Wimsatt,Food/Drink,Glazed earthenware,"patented June 19,1928"
122468,Cup and Saucer,Artist,Dorothy C. Thorpe,Food/Drink,Bisque porcelain,ca. 1940
124531,Side Chair,,,Furniture,Mahogany,ca. 1855
124888,Tile in the Shape of a Seated Figure,,,Tiles,"Ceramic; fritware, molded and painted in luster and cobalt blue on an opaque white glaze",early 13th century
125970,Hexagonal Tile with Çintamani Pattern,,,Tiles,"Ceramic; fritware, painted in black under a transparent turquoise glaze",16th century
127237,Relief Depicting Shiva Dancing as the Slayer of Demons,,,Sculpture,Wood,late 16th-early 17th century
147101,Head of a Male,,,Sculpture,Terracotta,4th-6th century
149805,"Miniature Cup and Saucer, Idealware Pattern",Designer,Russel Wright,"Recreation, Toys, Games",Molded polyethylene plastic,1955-1962
149808,"Miniature Platter, Idealware Pattern",Designer,Russel Wright,"Recreation, Toys, Games",Molded polyethylene plastic,1955-1962
154351,"Container, Bidri-ware",,,Vessel,Copper alloy inlaid with silver decoration,18th century
154546,Seated Buddha Mucalinda,,,Sculpture,Bronze with traces of gilding,late 12th-13th-century
155229,Head of Divine Attendant,,,Sculpture,Molded terracotta with applied stamped motifs and traces of polychrome,ca. 4th century or earlier
156800,Plaque,Designer,Viktor Schreckengrost,Ceramic,Earthenware,ca. 1930
159012,Finger Bowl and Underplate,,,Food/Drink,Glass,ca. 19th century
159014,Footed Glass,,,Food/Drink,Glass,ca. 19th century
159447,Uma-Maheshvara (Shiva and His Consort Parvati),,,Sculpture,Bronze with traces of gilding and inlaid rubies,13th century
160621,Bracket,,,Architectural Element,Wood,18th century
160622,Bracket,,,Architectural Element,Wood,18th century
161769,Standing Tiger from an Altar Piece,,,Sculpture,Brass,late 18th-early 19th century
163069,Door Panel Depicting Shiva,,,Architectural Element,Wood (shorea?),19th century
163644,Votive Bird,,,Sculpture,Gold,late 18th-19th century
164936,Vase,Manufacturer,Minton,Ceramic,"Glazed porcelain, enamels, gilding",1880
189171,Ushnishavijaya in a Stupa,,,Painting,Opaque watercolors on cloth,ca. 1400
210944,Study for Cup and Saucer,Decorator,Betty Woodman,Ceramic,Porcelain (green),2012
210945,Study for Cup and Saucer,Decorator,Betty Woodman,Ceramic,"Ceramic (porcelain), underglaze, glaze, gold enamel",2012
213279,Chandelier,Manufacturer,Cornelius & Baker,Light,"Bronze, other metals, glass",ca. 1855
214363,Footcase From an Anthropoid Coffin,,,Funerary Object,"Wood, pigment",ca. 1292-1075 B.C.E.
224929,KAWS Chair Pink (Prototype),Artist,KAWS,Furniture,"Textile, stainless steel, Cumaru wood",2018
5579,Square Tile with Saz Leaves and Chinese-Inspired Cloud Bands,,,Tiles,"Ceramic; fritware, painted in black, cobalt blue, green, and red under a transparent glaze",ca. 1575
9749,Wardrobe,Culture,American,Furnishing,Paneled oak,17th century
10357,"Wing Chair, Queen Anne Style",Culture,American,Furniture,Walnut,ca. 1740-1760
10358,"Table, Rectangular Top Resting on Four Turned Legs",Culture,American,Furniture,Pine and maple,late 17th century
10682,Looking Glass,Culture,American,Light,Glass,ca. 1760
10684,Roundabout Chair,Culture,American,Furniture,Wood,ca. 1740
11610,Six Side Chairs,Culture,American,Furniture,Hepplewhite style with straight legs,ca. 1800
11611,Drop Leaf Card Table,Culture,American,Furniture,Mahogany,19th century
11893,Cylindrical Tankard,,,Food/Drink,Silver,1761
16662,Teapot,,,,Creamware,1760-1770
16993,Kachina Doll (Thlahak Tona),Maker,Mau-i,Sculpture,"Wood, pigments, fur, cotton, wool, feathers",late 19th-early 20th century
23068,Dining Table,,,Furniture,,ca. 1750
23385,Console Table,Culture,American,Furniture,Mahogany,19th century
24493,Two Mahogany Armchairs,Culture,American,Furniture,Mahogany,ca. 1800
24621,Portrait of a Young Man,Artist,Unknown,"Portrait, Miniatures",Watercolor on ivory mounted in metal frame under glass,n.d.
26085,Teapot,,,,"Pewter, Wood",early 18th century
26872,Mrs. David F. De Launy,Artist,John Christian Rauschner,Sculpture,Colored wax mounted on glass,ca. 1804
26881,Ladder Back Chair,Culture,American,Furniture,Mahogany,ca. 1775
30346,Lowestoft Punch Bowl,,,Food/Drink,,
35110,Pair of Andirons with Flame Tops,Culture,American,Fire/Heat,Brass,ca. 1760
36396,"Winter Scene, Russia",Artist,Il'ya Efimovich Repin,Watercolor,"Opaque watercolor, translucent watercolor, and graphite on blue wove paper",1876
45563,Incantation Bowl,,,Vessel,"Clay, pigment",222-650 C.E.
48247,Head of a Negress of the Hedjaz,Artist,Jean-Léon Gérôme,Print,"Drypoint printed chine colle on paper
",1856
50512,Victorian Hall Chair,Culture,American,Furniture,Mahogany,1856
50551,Side chair (one of a pair),Maker,Elijah Galusha,Furniture,"Rosewood, modern upholstery",1856
50553,Side chair (one of a set of four),Maker,Elijah Galusha,Furniture,"Rosewood, modern upholstery",1856
50554,Side chair (one of a set of four),Maker,Elijah Galusha,Furniture,"Rosewood, modern upholstery",1856
50555,Side chair (one of a set of four),Maker,Elijah Galusha,Furniture,"Rosewood, modern upholstery",1856
50567,Center Table,Culture,American,Furniture,"Rosewood, white marble",early 1850s
50569,Secretary Bookcase,Culture,American,Furniture,"Mahogany, mahogany veneer, glass, other woods",ca. 1850
51008,Profile of Abraham Lincoln,Maker,C.N. Pike,Sculpture,"Marble, gold frame under glass",1871
52268,Pair of Vases,Culture,Japanese,Vessel,Bronze,19th century
52512,Powder Horn,Culture,American,Arms and Armor,Cow's horn,19th century
55169,Cream Pitcher,Culture,American,Ceramic,Red earthenware,19th century
56156,Line Guard for reindeer harness with seal- shaped toggles,Culture,Native Alaskan,Animal Gear,"Hide, ivory",late 19th century
57770,Oval Table,Maker,T. Brooks & Company,Furniture,Marble top on walnut frame,
58447,Santiago,Artist,Unknown,Painting,painting on fabric,19th century
58958,Pitcher with Cover,Culture,American,Ceramic,Glazed earthenware,19th century
60482,Large Hair Brush,Maker,Tiffany & Company,Cosmetic,Sterling silver,ca. 1880
61730,Kas,Culture,American,Furniture,"Gum, cherry and white wood",ca. 1740
62879,Table,Culture,American,Furniture,Mahogany veneer,late 18th century
62951,High chest,Culture,American,Furnishing,"Walnut, pine, maple",ca.1740
64037,Side Chair,Culture,American,Furniture,"Mahogany, modern upholstery",ca. 1850
67700,Pitcher,Maker,John Bell,Ceramic,Earthenware,ca. 1850
68285,"Fazzoletto (Handkerchief) Bowl, model 4215",Maker,Fulvio Bianconi,Vessel,Glass,ca. 1949
68288,Cigarette Box,Maker,Paolo de Poli,Smoking/Drugs,Brass and enamel,ca. 1949
68303,Jug,Maker,Guido Gambone,Ceramic,Ceramic,20th century
69254,Portrait of a Young Person,,,Painting,"Wood, tempera",200-230 C.E.
70399,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70400,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70401,Part of Teaset,,,Food/Drink,Porcelain,ca.1750
70402,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70403,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70404,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70405,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70406,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70407,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70408,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70409,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70410,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70411,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70412,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
70413,Part of Teaset,,,Food/Drink,Porcelain,ca.1750
70414,Part of Teaset,,,Food/Drink,Porcelain,ca. 1750
76480,"Side Chair, Model B5",Maker,Marcel Breuer,Furniture,"Chromium plated tubular steel, blue Eisengarn canvas",ca. 1926
76481,"Armchair, Model B3",Maker,Marcel Breuer,Furniture,"Chromium plated tubular steel, natural canvas",ca.1927-1928
76486,Mask,Culture,Tlatilco,Masks,"Ceramic, bone",1200-500 B.C.E.
77399,Chief's Blanket,Culture,Navajo,Clothing,"Wool, dye",ca. 1880
79878,Gate-Leg Table,Culture,American,Furniture,Walnut,ca. 1700
80030,Dish,Maker,Bow Porcelain Factory,Food/Drink,Porcelain,ca. 1755
80041,Dish,Maker,Bow Porcelain Factory,Food/Drink,Porcelain,ca. 1755
87195,Looking Glass,,,Furniture,"Wood, painted glass",
87506,"Pilaster Capital with Greenman, from an unidentified building on Worth Street, between Church and Broadway, NYC (demolished 1961)",Artist,Unknown,Architectural Element,Terra cotta,ca. 1900
89125,Hot Water Pot,,,Food/Drink,"Earthenware, tortoise shell, Whieldon ware",ca. 1750-1780
89126,Tea Pot,,,Food/Drink,"Earthenware, tortoise shell, Whieldon ware",ca. 1750-1780
90669,"Lamp Post, one of two, from Steeplechase Park, Coney Island, Brooklyn",Artist,Unknown,Architectural Element,Cast iron,ca. 1900
90832,Hollow Billet for game or Needle Case,Culture,Eskimo,"Recreation, Toys, Games",Ivory or bone,1801-1967
99419,Card Table,,,Furniture,Mahogany veneer with inlaid decoration,ca.1790
115935,Comb,Culture,Kaapor,Ornament,"Wood, feathers, fiber",
120589,Chest,,,Furniture,"Zelkova wood, pine wood, iron bound",19th century
120756,Toggle,Culture,Native Alaskan,Tool,Ivory or bone,late 19th-early 20th century
120757,Female Doll,Culture,Native Alaskan,"Recreation, Toys, Games",Wood,late 19th-early 20th century
120758,Male Doll,Culture,Native Alaskan,"Recreation, Toys, Games",Wood,late 19th-early 20th century
121947,Keystone,Culture,American,Architectural Element,Cast beige terracotta,ca. 1900
122363,Celestial Musicians,,,Sculpture,Sandstone,11th century
122937,Ovoid Jar,,,Vessel,Clay,ca. 3800-3500 B.C.E. or ca. 3500-3300 B.C.E.
125004,Plate,,,Ceramic,"Ceramic, cobalt-blue, turquoise, red and white glazes",ca. 1560
125965,Tile,,,Tiles,"Ceramic, transparent colorless glaze, cobalt-blue, black, and   red underglaze, off-white body",ca. 1575
127559,Bento-Bako (Lunch Box),,,Container,Wood box with reddish brown and black lacquer,1898
149224,Hook-shaped Toggle,Culture,Native Alaskan,Tool,"Ivory, wood, leather",late 19th-early 20th century
153528,Barometer,Maker,J. Gall,Furniture,"Rosewood veneer, other woods, metal, printed paper and glass",ca. 1835
154862,Coffee Pot,Maker,Unger Brothers,Food/Drink,"Silver, ivory",ca. 1900
154863,Creamer,Maker,Unger Brothers,Food/Drink,Silver,ca. 1900
154864,Sugar Bowl,Maker,Unger Brothers,Food/Drink,Silver,ca. 1900
154866,Bowl,Maker,Tiffany & Company,Food/Drink,Silver,ca. 1905
154867,Underplate,Maker,Tiffany & Company,Food/Drink,Silver,ca. 1905
161972,Folding Chair Model,Designer,Henry (Heintz) P. Glass,Furniture,"Metal, textile",Designed 1961
161973,Folding Picnic Table Model,Designer,Henry (Heintz) P. Glass,Furniture,"Painted wood, metal, textile",Designed 1961
163634,Vase,Designer,Herman Mueller,Vessel,"Ceramic; white earthenware, raised Moresque decoration with gilding over glossy deep blue glaze",
167084,Bowl,,,Ceramic,"Buncheong ware, stoneware with celadon glaze and inlaid white slip",first half of 15th century
168786,Tile,,,Tiles,Glazed ceramic,
